JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 4,788     "," 2,355     "," 2,433     "," 1,640     "," 3,148     ", 2.83     , 3.01     , 2.67     ,
ARAD," 3,740     "," 1,948     "," 1,792     "," 1,524     "," 2,216     ", 1.78     , 2.01     , 1.59     ,
ARGES," 8,441     "," 4,137     "," 4,304     "," 2,894     "," 5,547     ", 3.30     , 3.45     , 3.17     ,
BACAU," 11,916     "," 4,920     "," 6,996     "," 1,699     "," 10,217     ", 5.54     , 5.22     , 5.79     ,
BIHOR," 4,288     "," 2,357     "," 1,931     "," 2,021     "," 2,267     ", 1.62     , 1.97     , 1.33     ,
BISTRITA NASAUD," 4,075     "," 2,110     "," 1,965     "," 1,611     "," 2,464     ", 3.15     , 3.73     , 2.69     ,
BOTOSANI," 3,157     "," 1,481     "," 1,676     ", 782     ," 2,375     ", 2.31     , 2.31     , 2.31     ,
BRAILA," 3,987     "," 1,685     "," 2,302     ", 667     ," 3,320     ", 3.27     , 3.10     , 3.41     ,
BRASOV," 6,504     "," 3,075     "," 3,429     "," 1,280     "," 5,224     ", 2.49     , 2.75     , 2.29     ,
BUZAU," 9,497     "," 3,892     "," 5,605     "," 1,414     "," 8,083     ", 5.55     , 4.94     , 6.07     ,
CALARASI," 3,052     "," 1,449     "," 1,603     ", 511     ," 2,541     ", 3.38     , 3.34     , 3.42     ,
CARA?-SEVERIN," 3,189     "," 1,515     "," 1,674     "," 1,192     "," 1,997     ", 3.01     , 3.30     , 2.79     ,
CLUJ," 5,026     "," 2,673     "," 2,353     "," 1,736     "," 3,290     ", 1.34     , 1.63     , 1.12     ,
CONSTANTA," 5,316     "," 2,825     "," 2,491     "," 1,563     "," 3,753     ", 1.80     , 2.20     , 1.49     ,
COVASNA," 3,612     "," 1,722     "," 1,890     ", 650     ," 2,962     ", 4.24     , 4.34     , 4.15     ,
DAMBOVITA," 5,661     "," 2,642     "," 3,019     "," 1,360     "," 4,301     ", 2.93     , 3.31     , 2.65     ,
DOLJ," 15,571     "," 6,660     "," 8,911     "," 2,272     "," 13,299     ", 5.83     , 5.53     , 6.08     ,
GALATI," 10,915     "," 4,694     "," 6,221     "," 1,468     "," 9,447     ", 5.81     , 5.55     , 6.02     ,
GIURGIU," 2,165     "," 1,125     "," 1,040     ", 526     ," 1,639     ", 2.68     , 3.04     , 2.37     ,
GORJ," 4,218     "," 2,051     "," 2,167     "," 1,421     "," 2,797     ", 3.11     , 3.28     , 2.97     ,
HARGHITA," 4,956     "," 2,440     "," 2,516     "," 1,315     "," 3,641     ", 3.64     , 4.14     , 3.27     ,
HUNEDOARA," 6,700     "," 2,955     "," 3,745     "," 3,370     "," 3,330     ", 3.92     , 3.72     , 4.09     ,
IALOMITA," 4,091     "," 1,844     "," 2,247     ", 902     ," 3,189     ", 4.39     , 4.33     , 4.44     ,
IASI," 8,759     "," 3,869     "," 4,890     "," 1,227     "," 7,532     ", 2.94     , 2.84     , 3.02     ,
ILFOV," 1,211     ", 716     , 495     , 649     , 562     , 0.57     , 0.80     , 0.41     ,
MARAMURES," 4,614     "," 2,373     "," 2,241     "," 1,727     "," 2,887     ", 2.31     , 2.61     , 2.06     ,
MEHEDINTI," 6,006     "," 2,548     "," 3,458     "," 1,076     "," 4,930     ", 5.95     , 5.41     , 6.42     ,
MUN. BUC.," 14,602     "," 7,806     "," 6,796     "," 3,202     "," 11,400     ", 1.19     , 1.28     , 1.10     ,
MURES," 5,897     "," 2,823     "," 3,074     "," 1,583     "," 4,314     ", 2.51     , 2.79     , 2.29     ,
NEAMT," 7,024     "," 3,182     "," 3,842     "," 1,340     "," 5,684     ", 3.87     , 3.95     , 3.81     ,
OLT," 8,289     "," 3,699     "," 4,590     "," 1,279     "," 7,010     ", 5.17     , 5.10     , 5.23     ,
PRAHOVA," 7,024     "," 3,570     "," 3,454     "," 2,758     "," 4,266     ", 2.41     , 2.93     , 2.04     ,
