JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
NEAMT," 7,080     "," 3,086     "," 3,994     "," 1,535     "," 5,545     ", 4.57     , 4.47     , 4.66     ,
OLT," 7,303     "," 3,419     "," 3,884     "," 1,362     "," 5,941     ", 5.46     , 5.88     , 5.14     ,
PRAHOVA," 6,339     "," 3,280     "," 3,059     "," 2,033     "," 4,306     ", 2.32     , 2.91     , 1.91     ,
SALAJ," 4,855     "," 2,173     "," 2,682     "," 1,093     "," 3,762     ", 5.24     , 5.47     , 5.06     ,
SATU MARE," 5,006     "," 2,298     "," 2,708     ", 809     ," 4,197     ", 3.83     , 3.87     , 3.79     ,
SIBIU," 4,561     "," 2,276     "," 2,285     ", 943     ," 3,618     ", 2.38     , 2.66     , 2.16     ,
SUCEAVA," 11,059     "," 4,697     "," 6,362     "," 2,987     "," 8,072     ", 5.63     , 5.47     , 5.76     ,
TELEORMAN," 8,293     "," 3,551     "," 4,742     "," 1,243     "," 7,050     ", 7.50     , 7.03     , 7.89     ,
TIMIS," 2,936     "," 1,539     "," 1,397     "," 1,481     "," 1,455     ", 0.87     , 1.05     , 0.74     ,
TULCEA," 2,468     "," 1,248     "," 1,220     ", 674     ," 1,794     ", 3.35     , 3.66     , 3.08     ,
VALCEA," 5,026     "," 2,560     "," 2,466     "," 1,800     "," 3,226     ", 3.51     , 4.09     , 3.06     ,
VASLUI," 8,582     "," 3,542     "," 5,040     "," 1,001     "," 7,581     ", 7.91     , 6.96     , 8.75     ,
VRANCEA," 2,915     "," 1,358     "," 1,557     ", 648     ," 2,267     ", 2.52     , 2.57     , 2.47     ,
Total ," 235,636     "," 112,532     "," 123,104     "," 52,416     "," 183,220     ", 2.93     , 3.11     , 2.78     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
