JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 6,881     "," 3,289     "," 3,592     "," 2,796     "," 4,085     ", 4.08     , 4.23     , 3.96     ,
ARAD," 4,144     "," 2,323     "," 1,821     "," 2,579     "," 1,565     ", 1.96     , 2.50     , 1.53     ,
ARGES," 9,986     "," 4,978     "," 5,008     "," 4,384     "," 5,602     ", 3.86     , 4.12     , 3.63     ,
BACAU," 12,186     "," 5,096     "," 7,090     "," 3,025     "," 9,161     ", 5.72     , 5.45     , 5.92     ,
BIHOR," 5,880     "," 3,308     "," 2,572     "," 3,314     "," 2,566     ", 2.23     , 2.72     , 1.81     ,
BISTRITA NASAUD," 4,566     "," 2,364     "," 2,202     "," 2,478     "," 2,088     ", 3.55     , 4.07     , 3.13     ,
BOTOSANI," 4,154     "," 1,859     "," 2,295     "," 1,394     "," 2,760     ", 3.03     , 2.84     , 3.19     ,
BRAILA," 5,391     "," 2,263     "," 3,128     "," 1,267     "," 4,124     ", 4.41     , 4.10     , 4.67     ,
BRASOV," 6,493     "," 3,039     "," 3,454     "," 2,006     "," 4,487     ", 2.47     , 2.70     , 2.30     ,
BUZAU," 12,033     "," 4,837     "," 7,196     "," 2,257     "," 9,776     ", 7.01     , 6.05     , 7.85     ,
CALARASI," 3,428     "," 1,660     "," 1,768     "," 1,033     "," 2,395     ", 3.75     , 3.76     , 3.75     ,
CARA?-SEVERIN," 3,779     "," 1,770     "," 2,009     "," 1,680     "," 2,099     ", 3.55     , 3.76     , 3.38     ,
CLUJ," 6,158     "," 3,385     "," 2,773     "," 2,955     "," 3,203     ", 1.65     , 2.05     , 1.33     ,
CONSTANTA," 8,485     "," 5,004     "," 3,481     "," 3,979     "," 4,506     ", 2.88     , 3.90     , 2.09     ,
COVASNA," 4,220     "," 2,076     "," 2,144     "," 1,127     "," 3,093     ", 4.92     , 5.08     , 4.78     ,
DAMBOVITA," 5,700     "," 2,765     "," 2,935     "," 1,689     "," 4,011     ", 2.96     , 3.36     , 2.66     ,
DOLJ," 19,037     "," 8,146     "," 10,891     "," 3,176     "," 15,861     ", 7.15     , 6.73     , 7.50     ,
GALATI," 11,733     "," 4,972     "," 6,761     "," 2,470     "," 9,263     ", 6.18     , 5.79     , 6.49     ,
GIURGIU," 2,150     "," 1,139     "," 1,011     ", 742     ," 1,408     ", 2.67     , 3.07     , 2.33     ,
GORJ," 5,166     "," 2,295     "," 2,871     "," 1,988     "," 3,178     ", 3.82     , 3.66     , 3.96     ,
HARGHITA," 6,030     "," 3,028     "," 3,002     "," 2,661     "," 3,369     ", 4.46     , 5.09     , 3.97     ,
HUNEDOARA," 5,875     "," 3,153     "," 2,722     "," 3,484     "," 2,391     ", 3.42     , 3.93     , 2.98     ,
IALOMITA," 4,857     "," 2,139     "," 2,718     "," 1,703     "," 3,154     ", 5.18     , 4.94     , 5.38     ,
IASI," 9,810     "," 4,481     "," 5,329     "," 2,153     "," 7,657     ", 3.30     , 3.21     , 3.37     ,
ILFOV," 1,382     ", 857     , 525     , 943     , 439     , 0.67     , 0.97     , 0.44     ,
MARAMURES," 4,048     "," 2,087     "," 1,961     "," 2,330     "," 1,718     ", 2.01     , 2.24     , 1.80     ,
MEHEDINTI," 6,266     "," 2,798     "," 3,468     "," 1,723     "," 4,543     ", 6.14     , 5.89     , 6.36     ,
MUN. BUC.," 15,006     "," 8,086     "," 6,920     "," 4,683     "," 10,323     ", 1.22     , 1.32     , 1.12     ,
MURES," 6,442     "," 3,040     "," 3,402     "," 2,201     "," 4,241     ", 2.73     , 2.89     , 2.60     ,
NEAMT," 9,097     "," 4,053     "," 5,044     "," 2,580     "," 6,517     ", 5.00     , 4.87     , 5.11     ,
OLT," 9,552     "," 4,330     "," 5,222     "," 2,404     "," 7,148     ", 5.93     , 5.85     , 5.99     ,
PRAHOVA," 8,517     "," 4,450     "," 4,067     "," 4,335     "," 4,182     ", 2.93     , 3.61     , 2.43     ,
SALAJ," 5,267     "," 2,428     "," 2,839     "," 1,671     "," 3,596     ", 5.09     , 5.36     , 4.89     ,
SATU M.," 5,398     "," 2,524     "," 2,874     "," 1,155     "," 4,243     ", 3.69     , 3.74     , 3.64     ,
SIBIU," 5,230     "," 2,527     "," 2,703     "," 2,359     "," 2,871     ", 2.66     , 2.95     , 2.44     ,
SUCEAVA," 11,096     "," 4,929     "," 6,167     "," 5,107     "," 5,989     ", 4.79     , 4.65     , 4.91     ,
TELEORMAN," 9,319     "," 3,868     "," 5,451     "," 1,827     "," 7,492     ", 6.64     , 5.65     , 7.58     ,
TIMIS," 4,402     "," 2,423     "," 1,979     "," 2,648     "," 1,754     ", 1.26     , 1.56     , 1.01     ,
TULCEA," 2,779     "," 1,307     "," 1,472     "," 1,021     "," 1,758     ", 3.36     , 3.38     , 3.34     ,
VALCEA," 6,053     "," 3,014     "," 3,039     "," 2,949     "," 3,104     ", 3.75     , 4.17     , 3.41     ,
VASLUI," 9,672     "," 4,071     "," 5,601     "," 2,005     "," 7,667     ", 7.24     , 6.29     , 8.14     ,
VRANCEA," 5,793     "," 2,472     "," 3,321     "," 1,266     "," 4,527     ", 4.25     , 3.87     , 4.57     ,
Total ," 293,461     "," 138,633     "," 154,828     "," 99,547     "," 193,914     ", 3.35     , 3.46     , 3.27     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
