JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 5,170     "," 2,382     "," 2,788     "," 1,311     "," 3,859     ", 3.06     , 3.05     , 3.06     ,
ARAD," 2,623     "," 1,332     "," 1,291     ", 901     ," 1,722     ", 1.25     , 1.37     , 1.14     ,
ARGES," 7,834     "," 3,775     "," 4,059     "," 2,039     "," 5,795     ", 3.06     , 3.15     , 2.99     ,
BACAU," 6,610     "," 2,775     "," 3,835     "," 1,277     "," 5,333     ", 3.07     , 2.95     , 3.17     ,
BIHOR," 3,087     "," 1,562     "," 1,525     "," 1,162     "," 1,925     ", 1.16     , 1.31     , 1.05     ,
BISTRITA NASAUD," 4,226     "," 2,032     "," 2,194     "," 1,679     "," 2,547     ", 3.26     , 3.60     , 3.01     ,
BOTOSANI," 2,826     "," 1,278     "," 1,548     ", 611     ," 2,215     ", 2.07     , 1.99     , 2.13     ,
BRAILA," 3,482     "," 1,429     "," 2,053     ", 446     ," 3,036     ", 2.86     , 2.63     , 3.04     ,
BRASOV," 5,410     "," 2,634     "," 2,776     ", 916     ," 4,494     ", 2.07     , 2.36     , 1.85     ,
BUZAU," 8,060     "," 3,354     "," 4,706     "," 1,167     "," 6,893     ", 4.71     , 4.26     , 5.09     ,
CALARASI," 2,963     "," 1,405     "," 1,558     ", 356     ," 2,607     ", 3.28     , 3.24     , 3.32     ,
CARA?-SEVERIN," 2,325     "," 1,064     "," 1,261     ", 948     ," 1,377     ", 2.20     , 2.32     , 2.10     ,
CLUJ," 4,287     "," 2,166     "," 2,121     "," 1,126     "," 3,161     ", 1.14     , 1.32     , 1.01     ,
CONSTANTA," 5,961     "," 3,586     "," 2,375     "," 2,212     "," 3,749     ", 2.02     , 2.80     , 1.42     ,
COVASNA," 3,781     "," 1,841     "," 1,940     ", 459     ," 3,322     ", 4.44     , 4.64     , 4.26     ,
DAMBOVITA," 4,702     "," 2,306     "," 2,396     ", 870     ," 3,832     ", 2.43     , 2.89     , 2.11     ,
DOLJ," 15,599     "," 6,563     "," 9,036     "," 1,664     "," 13,935     ", 5.84     , 5.45     , 6.17     ,
GALATI," 10,537     "," 4,729     "," 5,808     "," 1,021     "," 9,516     ", 5.60     , 5.59     , 5.62     ,
GIURGIU," 1,921     "," 1,011     ", 910     , 316     ," 1,605     ", 2.38     , 2.73     , 2.08     ,
GORJ," 3,902     "," 1,892     "," 2,010     "," 1,246     "," 2,656     ", 2.88     , 3.03     , 2.75     ,
HARGHITA," 4,633     "," 2,073     "," 2,560     "," 1,031     "," 3,602     ", 3.41     , 3.51     , 3.32     ,
HUNEDOARA," 6,634     "," 3,281     "," 3,353     "," 2,918     "," 3,716     ", 3.88     , 4.13     , 3.66     ,
