JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
IALOMITA," 3,827     "," 1,720     "," 2,107     ", 685     ," 3,142     ", 4.11     , 4.04     , 4.16     ,
IASI," 8,137     "," 3,553     "," 4,584     ", 771     ," 7,366     ", 2.73     , 2.61     , 2.83     ,
ILFOV, 897     , 531     , 366     , 284     , 613     , 0.43     , 0.60     , 0.30     ,
MARAMURES," 3,456     "," 1,734     "," 1,722     ", 971     ," 2,485     ", 1.73     , 1.91     , 1.58     ,
MEHEDINTI," 5,450     "," 2,330     "," 3,120     ", 779     ," 4,671     ", 5.40     , 4.95     , 5.79     ,
MUN. BUC.," 13,648     "," 7,210     "," 6,438     "," 1,524     "," 12,124     ", 1.11     , 1.18     , 1.04     ,
MURES," 5,470     "," 2,494     "," 2,976     ", 917     ," 4,553     ", 2.32     , 2.47     , 2.22     ,
NEAMT," 5,648     "," 2,463     "," 3,185     "," 1,147     "," 4,501     ", 3.12     , 3.06     , 3.16     ,
OLT," 7,248     "," 3,139     "," 4,109     "," 1,037     "," 6,211     ", 4.52     , 4.33     , 4.68     ,
PRAHOVA," 5,913     "," 2,937     "," 2,976     "," 1,668     "," 4,245     ", 2.03     , 2.41     , 1.76     ,
SALAJ," 4,289     "," 1,790     "," 2,499     ", 705     ," 3,584     ", 4.12     , 3.92     , 4.28     ,
SATU M.," 4,507     "," 1,974     "," 2,533     ", 512     ," 3,995     ", 3.08     , 2.92     , 3.23     ,
SIBIU," 3,458     "," 1,568     "," 1,890     ", 895     ," 2,563     ", 1.76     , 1.82     , 1.71     ,
SUCEAVA," 10,272     "," 4,261     "," 6,011     "," 2,703     "," 7,569     ", 4.47     , 4.10     , 4.77     ,
TELEORMAN," 8,069     "," 3,208     "," 4,861     "," 1,048     "," 7,021     ", 5.78     , 4.81     , 6.68     ,
TIMIS," 2,371     "," 1,263     "," 1,108     ", 977     ," 1,394     ", 0.68     , 0.81     , 0.57     ,
TULCEA," 2,509     "," 1,162     "," 1,347     ", 657     ," 1,852     ", 3.03     , 3.04     , 3.03     ,
VALCEA," 4,621     "," 2,302     "," 2,319     "," 1,551     "," 3,070     ", 2.85     , 3.23     , 2.55     ,
VASLUI," 8,880     "," 3,630     "," 5,250     ", 834     ," 8,046     ", 6.77     , 5.63     , 7.87     ,
VRANCEA," 5,045     "," 2,167     "," 2,878     ", 587     ," 4,458     ", 3.70     , 3.39     , 3.97     ,
Total ," 230,288     "," 105,906     "," 124,382     "," 45,928     "," 184,360     ", 2.64     , 2.66     , 2.61     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
