JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 5,429     "," 2,468     "," 2,961     "," 1,683     "," 3,746     ", 3.21     , 3.16     , 3.25     ,
ARAD," 1,666     ", 844     , 822     , 521     ," 1,145     ", 0.79     , 0.87     , 0.73     ,
ARGES," 8,254     "," 3,970     "," 4,284     "," 2,534     "," 5,720     ", 3.23     , 3.31     , 3.15     ,
BACAU," 6,850     "," 2,869     "," 3,981     "," 1,678     "," 5,172     ", 3.19     , 3.05     , 3.30     ,
BIHOR," 3,348     "," 1,705     "," 1,643     "," 1,412     "," 1,936     ", 1.26     , 1.43     , 1.13     ,
BISTRITA NASAUD," 4,093     "," 1,960     "," 2,133     "," 1,838     "," 2,255     ", 3.16     , 3.47     , 2.92     ,
BOTOSANI," 2,896     "," 1,271     "," 1,625     ", 812     ," 2,084     ", 2.12     , 1.98     , 2.24     ,
BRAILA," 3,613     "," 1,467     "," 2,146     ", 626     ," 2,987     ", 2.96     , 2.70     , 3.18     ,
BRASOV," 4,902     "," 2,273     "," 2,629     "," 1,128     "," 3,774     ", 1.87     , 2.03     , 1.76     ,
BUZAU," 8,195     "," 3,378     "," 4,817     "," 1,550     "," 6,645     ", 4.79     , 4.29     , 5.21     ,
CALARASI," 2,866     "," 1,368     "," 1,498     ", 370     ," 2,496     ", 3.17     , 3.15     , 3.19     ,
CARA?-SEVERIN," 2,414     "," 1,113     "," 1,301     "," 1,179     "," 1,235     ", 2.28     , 2.42     , 2.17     ,
CLUJ," 4,473     "," 2,277     "," 2,196     "," 1,332     "," 3,141     ", 1.19     , 1.39     , 1.04     ,
CONSTANTA," 6,117     "," 3,770     "," 2,347     "," 2,698     "," 3,419     ", 2.07     , 2.94     , 1.40     ,
COVASNA," 3,359     "," 1,595     "," 1,764     ", 627     ," 2,732     ", 3.94     , 4.02     , 3.88     ,
DAMBOVITA," 4,601     "," 2,181     "," 2,420     "," 1,159     "," 3,442     ", 2.38     , 2.74     , 2.13     ,
DOLJ," 15,649     "," 6,606     "," 9,043     "," 2,077     "," 13,572     ", 5.86     , 5.48     , 6.17     ,
GALATI," 10,710     "," 4,705     "," 6,005     "," 1,390     "," 9,320     ", 5.70     , 5.56     , 5.81     ,
GIURGIU," 1,906     ", 990     , 916     , 430     ," 1,476     ", 2.36     , 2.68     , 2.09     ,
GORJ," 4,256     "," 2,019     "," 2,237     "," 1,578     "," 2,678     ", 3.14     , 3.23     , 3.06     ,
HARGHITA," 4,842     "," 2,156     "," 2,686     "," 1,420     "," 3,422     ", 3.56     , 3.65     , 3.49     ,
HUNEDOARA," 6,723     "," 3,300     "," 3,423     "," 3,195     "," 3,528     ", 3.93     , 4.16     , 3.74     ,
IALOMITA," 4,163     "," 1,820     "," 2,343     ", 950     ," 3,213     ", 4.47     , 4.27     , 4.63     ,
IASI," 8,155     "," 3,571     "," 4,584     "," 1,021     "," 7,134     ", 2.74     , 2.62     , 2.83     ,
ILFOV, 789     , 475     , 314     , 328     , 461     , 0.37     , 0.53     , 0.26     ,
MARAMURES," 3,564     "," 1,807     "," 1,757     "," 1,280     "," 2,284     ", 1.78     , 1.99     , 1.61     ,
MEHEDINTI," 5,592     "," 2,360     "," 3,232     "," 1,001     "," 4,591     ", 5.54     , 5.01     , 6.00     ,
MUN. BUC.," 13,919     "," 7,386     "," 6,533     "," 2,022     "," 11,897     ", 1.13     , 1.21     , 1.06     ,
MURES," 5,238     "," 2,436     "," 2,802     "," 1,272     "," 3,966     ", 2.23     , 2.41     , 2.09     ,
NEAMT," 5,895     "," 2,626     "," 3,269     "," 1,382     "," 4,513     ", 3.25     , 3.26     , 3.24     ,
OLT," 7,556     "," 3,289     "," 4,267     "," 1,339     "," 6,217     ", 4.71     , 4.54     , 4.86     ,
PRAHOVA," 5,970     "," 2,900     "," 3,070     "," 2,072     "," 3,898     ", 2.05     , 2.38     , 1.81     ,
SALAJ," 4,450     "," 1,887     "," 2,563     ", 964     ," 3,486     ", 4.27     , 4.13     , 4.39     ,
SATU M.," 4,661     "," 2,025     "," 2,636     ", 657     ," 4,004     ", 3.19     , 3.00     , 3.36     ,
SIBIU," 3,602     "," 1,595     "," 2,007     "," 1,150     "," 2,452     ", 1.83     , 1.85     , 1.81     ,
SUCEAVA," 10,263     "," 4,187     "," 6,076     "," 3,282     "," 6,981     ", 4.46     , 4.03     , 4.82     ,
TELEORMAN," 8,804     "," 3,572     "," 5,232     "," 1,368     "," 7,436     ", 6.31     , 5.36     , 7.19     ,
TIMIS," 2,734     "," 1,510     "," 1,224     "," 1,372     "," 1,362     ", 0.78     , 0.97     , 0.63     ,
TULCEA," 2,404     "," 1,120     "," 1,284     ", 745     ," 1,659     ", 2.91     , 2.93     , 2.89     ,
VALCEA," 4,963     "," 2,411     "," 2,552     "," 1,947     "," 3,016     ", 3.06     , 3.39     , 2.81     ,
VASLUI," 8,951     "," 3,603     "," 5,348     "," 1,203     "," 7,748     ", 6.82     , 5.59     , 8.02     ,
VRANCEA," 5,237     "," 2,242     "," 2,995     ", 830     ," 4,407     ", 3.84     , 3.51     , 4.13     ,
Total ," 234,072     "," 107,107     "," 126,965     "," 57,422     "," 176,650     ", 2.68     , 2.69     , 2.67     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
