JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
MEHEDINTI," 6,923     "," 2,911     "," 4,012     "," 1,170     "," 5,753     ", 6.68     , 5.97     , 7.31     ,
MUN. BUC.," 14,996     "," 7,908     "," 7,088     "," 1,885     "," 13,111     ", 1.26     , 1.34     , 1.19     ,
MURES," 6,094     "," 2,684     "," 3,410     "," 1,080     "," 5,014     ", 2.59     , 2.59     , 2.59     ,
NEAMT," 7,500     "," 3,304     "," 4,196     "," 1,692     "," 5,808     ", 4.13     , 4.00     , 4.25     ,
OLT," 8,318     "," 3,605     "," 4,713     "," 1,393     "," 6,925     ", 5.14     , 4.85     , 5.39     ,
PRAHOVA," 6,656     "," 3,327     "," 3,329     "," 2,486     "," 4,170     ", 2.27     , 2.69     , 1.97     ,
SALAJ," 4,226     "," 1,797     "," 2,429     ", 874     ," 3,352     ", 4.12     , 4.01     , 4.21     ,
SATU M.," 3,834     "," 1,728     "," 2,106     ", 583     ," 3,251     ", 2.62     , 2.58     , 2.65     ,
SIBIU," 3,688     "," 1,708     "," 1,980     "," 1,123     "," 2,565     ", 1.88     , 1.97     , 1.81     ,
SUCEAVA," 10,389     "," 4,527     "," 5,862     "," 3,047     "," 7,342     ", 4.49     , 4.30     , 4.64     ,
TELEORMAN," 9,304     "," 3,964     "," 5,340     "," 1,493     "," 7,811     ", 6.48     , 5.64     , 7.29     ,
TIMIS," 2,449     "," 1,311     "," 1,138     "," 1,320     "," 1,129     ", 0.70     , 0.86     , 0.57     ,
TULCEA," 2,800     "," 1,405     "," 1,395     ", 803     ," 1,997     ", 3.41     , 3.68     , 3.17     ,
VALCEA," 4,591     "," 2,315     "," 2,276     "," 1,821     "," 2,770     ", 2.88     , 3.28     , 2.56     ,
VASLUI," 9,600     "," 3,914     "," 5,686     "," 1,069     "," 8,531     ", 7.13     , 6.11     , 8.05     ,
VRANCEA," 4,853     "," 2,065     "," 2,788     ", 758     ," 4,095     ", 3.57     , 3.28     , 3.82     ,
Total ," 250,882     "," 115,664     "," 135,218     "," 57,800     "," 193,082     ", 2.88     , 2.92     , 2.86     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
