JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 5,194     "," 2,417     "," 2,777     "," 1,495     "," 3,699     ", 3.09     , 3.12     , 3.06     ,
ARAD," 3,211     "," 1,693     "," 1,518     ", 815     ," 2,396     ", 3.09     , 3.12     , 3.06     ,
ARGES," 7,731     "," 3,586     "," 4,145     "," 2,059     "," 5,672     ", 3.09     , 3.12     , 3.06     ,
BACAU," 10,743     "," 4,434     "," 6,309     "," 1,636     "," 9,107     ", 3.09     , 3.12     , 3.06     ,
BIHOR," 3,652     "," 2,001     "," 1,651     "," 1,724     "," 1,928     ", 3.09     , 3.12     , 3.06     ,
BISTRITA NASAUD," 3,225     "," 1,717     "," 1,508     "," 1,390     "," 1,835     ", 3.09     , 3.12     , 3.06     ,
BOTOSANI," 3,521     "," 1,625     "," 1,896     ", 830     ," 2,691     ", 3.09     , 3.12     , 3.06     ,
BRAILA," 4,286     "," 1,751     "," 2,535     ", 522     ," 3,764     ", 3.09     , 3.12     , 3.06     ,
BRASOV," 5,540     "," 2,547     "," 2,993     ", 955     ," 4,585     ", 3.09     , 3.12     , 3.06     ,
BUZAU," 11,343     "," 4,773     "," 6,570     "," 1,226     "," 10,117     ", 3.09     , 3.12     , 3.06     ,
CALARASI," 3,246     "," 1,580     "," 1,666     ", 497     ," 2,749     ", 3.09     , 3.12     , 3.06     ,
CARA?-SEVERIN," 3,369     "," 1,539     "," 1,830     "," 1,033     "," 2,336     ", 3.09     , 3.12     , 3.06     ,
CLUJ," 4,616     "," 2,478     "," 2,138     "," 1,382     "," 3,234     ", 3.09     , 3.12     , 3.06     ,
CONSTANTA," 7,536     "," 4,671     "," 2,865     "," 3,342     "," 4,194     ", 3.09     , 3.12     , 3.06     ,
COVASNA," 2,819     "," 1,318     "," 1,501     ", 522     ," 2,297     ", 3.09     , 3.12     , 3.06     ,
DAMBOVITA," 6,678     "," 3,230     "," 3,448     "," 1,047     "," 5,631     ", 3.09     , 3.12     , 3.06     ,
DOLJ," 17,816     "," 7,501     "," 10,315     "," 2,145     "," 15,671     ", 3.09     , 3.12     , 3.06     ,
GALATI," 10,836     "," 4,731     "," 6,105     "," 1,348     "," 9,488     ", 3.09     , 3.12     , 3.06     ,
GIURGIU," 1,683     ", 911     , 772     , 442     ," 1,241     ", 3.09     , 3.12     , 3.06     ,
GORJ," 4,725     "," 2,272     "," 2,453     "," 1,536     "," 3,189     ", 3.09     , 3.12     , 3.06     ,
HARGHITA," 5,120     "," 2,322     "," 2,798     "," 1,189     "," 3,931     ", 3.09     , 3.12     , 3.06     ,
HUNEDOARA," 5,183     "," 2,771     "," 2,412     "," 2,408     "," 2,775     ", 3.09     , 3.12     , 3.06     ,
IALOMITA," 4,094     "," 1,867     "," 2,227     ", 806     ," 3,288     ", 3.09     , 3.12     , 3.06     ,
IASI," 8,242     "," 3,723     "," 4,519     ", 949     ," 7,293     ", 3.09     , 3.12     , 3.06     ,
ILFOV, 817     , 464     , 353     , 309     , 508     , 3.09     , 3.12     , 3.06     ,
MARAMURES," 5,611     "," 2,824     "," 2,787     "," 1,358     "," 4,253     ", 3.09     , 3.12     , 3.06     ,
MEHEDINTI," 6,917     "," 2,989     "," 3,928     "," 1,060     "," 5,857     ", 3.09     , 3.12     , 3.06     ,
MUN. BUC.," 15,300     "," 8,175     "," 7,125     "," 1,804     "," 13,496     ", 3.09     , 3.12     , 3.06     ,
MURES," 6,356     "," 2,867     "," 3,489     "," 1,007     "," 5,349     ", 3.09     , 3.12     , 3.06     ,
NEAMT," 7,282     "," 3,190     "," 4,092     "," 1,447     "," 5,835     ", 3.09     , 3.12     , 3.06     ,
OLT," 8,666     "," 3,712     "," 4,954     "," 1,276     "," 7,390     ", 3.09     , 3.12     , 3.06     ,
PRAHOVA," 7,185     "," 3,532     "," 3,653     "," 2,549     "," 4,636     ", 3.09     , 3.12     , 3.06     ,
SALAJ," 4,274     "," 1,871     "," 2,403     ", 826     ," 3,448     ", 3.09     , 3.12     , 3.06     ,
SATU M.," 3,478     "," 1,585     "," 1,893     ", 375     ," 3,103     ", 3.09     , 3.12     , 3.06     ,
SIBIU," 3,422     "," 1,625     "," 1,797     ", 886     ," 2,536     ", 3.09     , 3.12     , 3.06     ,
SUCEAVA," 11,189     "," 5,236     "," 5,953     "," 2,956     "," 8,233     ", 3.09     , 3.12     , 3.06     ,
TELEORMAN," 8,988     "," 3,867     "," 5,121     "," 1,282     "," 7,706     ", 3.09     , 3.12     , 3.06     ,
TIMIS," 2,832     "," 1,555     "," 1,277     "," 1,524     "," 1,308     ", 3.09     , 3.12     , 3.06     ,
TULCEA," 2,815     "," 1,413     "," 1,402     ", 662     ," 2,153     ", 3.09     , 3.12     , 3.06     ,
VALCEA," 4,888     "," 2,417     "," 2,471     "," 1,761     "," 3,127     ", 3.09     , 3.12     , 3.06     ,
VASLUI," 9,868     "," 4,093     "," 5,775     "," 1,014     "," 8,854     ", 3.09     , 3.12     , 3.06     ,
VRANCEA," 5,091     "," 2,254     "," 2,837     ", 770     ," 4,321     ", 3.09     , 3.12     , 3.06     ,
Total ," 259,388     "," 121,127     "," 138,261     "," 54,164     "," 205,224     ", 3.09     , 3.12     , 3.06     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
