JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 5,040     "," 2,337     "," 2,703     "," 1,708     "," 3,332     ", 2.98     , 2.99     , 2.97     ,
ARAD," 2,949     "," 1,572     "," 1,377     "," 1,132     "," 1,817     ", 1.41     , 1.62     , 1.22     ,
ARGES," 8,254     "," 3,995     "," 4,259     "," 2,651     "," 5,603     ", 3.23     , 3.33     , 3.13     ,
BACAU," 6,878     "," 2,884     "," 3,994     "," 1,704     "," 5,174     ", 3.20     , 3.06     , 3.31     ,
BIHOR," 3,523     "," 1,846     "," 1,677     "," 1,657     "," 1,866     ", 1.33     , 1.54     , 1.15     ,
BISTRITA NASAUD," 3,930     "," 1,938     "," 1,992     "," 1,800     "," 2,130     ", 3.03     , 3.43     , 2.73     ,
BOTOSANI," 2,835     "," 1,254     "," 1,581     ", 807     ," 2,028     ", 2.07     , 1.96     , 2.18     ,
BRAILA," 3,643     "," 1,506     "," 2,137     ", 625     ," 3,018     ", 2.99     , 2.77     , 3.17     ,
BRASOV," 5,123     "," 2,357     "," 2,766     "," 1,167     "," 3,956     ", 1.96     , 2.11     , 1.85     ,
BUZAU," 8,138     "," 3,381     "," 4,757     "," 1,584     "," 6,554     ", 4.75     , 4.29     , 5.15     ,
CALARASI," 2,843     "," 1,350     "," 1,493     ", 409     ," 2,434     ", 3.15     , 3.11     , 3.18     ,
CARA?-SEVERIN," 2,392     "," 1,110     "," 1,282     "," 1,192     "," 1,200     ", 2.26     , 2.42     , 2.14     ,
CLUJ," 4,442     "," 2,269     "," 2,173     "," 1,371     "," 3,071     ", 1.18     , 1.38     , 1.03     ,
CONSTANTA," 6,454     "," 3,951     "," 2,503     "," 2,731     "," 3,723     ", 2.18     , 3.08     , 1.50     ,
COVASNA," 3,269     "," 1,563     "," 1,706     ", 596     ," 2,673     ", 3.84     , 3.94     , 3.75     ,
DAMBOVITA," 4,613     "," 2,193     "," 2,420     "," 1,284     "," 3,329     ", 2.38     , 2.75     , 2.13     ,
DOLJ," 15,375     "," 6,541     "," 8,834     "," 2,204     "," 13,171     ", 5.76     , 5.43     , 6.03     ,
GALATI," 10,626     "," 4,681     "," 5,945     "," 1,429     "," 9,197     ", 5.65     , 5.53     , 5.75     ,
GIURGIU," 1,979     "," 1,027     ", 952     , 452     ," 1,527     ", 2.45     , 2.78     , 2.17     ,
GORJ," 4,295     "," 2,038     "," 2,257     "," 1,638     "," 2,657     ", 3.17     , 3.26     , 3.09     ,
HARGHITA," 4,639     "," 2,090     "," 2,549     "," 1,353     "," 3,286     ", 3.41     , 3.54     , 3.31     ,
HUNEDOARA," 6,231     "," 2,978     "," 3,253     "," 3,018     "," 3,213     ", 3.64     , 3.75     , 3.55     ,
IALOMITA," 4,116     "," 1,815     "," 2,301     ", 962     ," 3,154     ", 4.42     , 4.26     , 4.55     ,
IASI," 7,987     "," 3,528     "," 4,459     "," 1,066     "," 6,921     ", 2.68     , 2.59     , 2.75     ,
ILFOV, 767     , 465     , 302     , 389     , 378     , 0.36     , 0.52     , 0.25     ,
MARAMURES," 3,711     "," 1,947     "," 1,764     "," 1,459     "," 2,252     ", 1.86     , 2.14     , 1.62     ,
MEHEDINTI," 5,641     "," 2,382     "," 3,259     "," 1,010     "," 4,631     ", 5.59     , 5.06     , 6.05     ,
MUN. BUC.," 14,004     "," 7,436     "," 6,568     "," 2,237     "," 11,767     ", 1.14     , 1.22     , 1.07     ,
MURES," 5,188     "," 2,412     "," 2,776     "," 1,322     "," 3,866     ", 2.20     , 2.39     , 2.07     ,
NEAMT," 6,582     "," 2,936     "," 3,646     "," 1,389     "," 5,193     ", 3.63     , 3.65     , 3.62     ,
OLT," 7,659     "," 3,367     "," 4,292     "," 1,402     "," 6,257     ", 4.78     , 4.64     , 4.89     ,
PRAHOVA," 5,915     "," 2,973     "," 2,942     "," 2,214     "," 3,701     ", 2.03     , 2.44     , 1.74     ,
SALAJ," 4,352     "," 1,854     "," 2,498     ", 943     ," 3,409     ", 4.18     , 4.06     , 4.28     ,
SATU M.," 4,597     "," 2,053     "," 2,544     ", 678     ," 3,919     ", 3.15     , 3.04     , 3.24     ,
SIBIU," 3,672     "," 1,666     "," 2,006     "," 1,264     "," 2,408     ", 1.87     , 1.94     , 1.81     ,
SUCEAVA," 10,401     "," 4,376     "," 6,025     "," 3,169     "," 7,232     ", 4.52     , 4.21     , 4.78     ,
TELEORMAN," 8,640     "," 3,543     "," 5,097     "," 1,388     "," 7,252     ", 6.19     , 5.31     , 7.00     ,
TIMIS," 2,592     "," 1,407     "," 1,185     "," 1,410     "," 1,182     ", 0.74     , 0.90     , 0.61     ,
TULCEA," 2,268     "," 1,065     "," 1,203     ", 714     ," 1,554     ", 2.74     , 2.79     , 2.70     ,
VALCEA," 4,830     "," 2,371     "," 2,459     "," 2,004     "," 2,826     ", 2.98     , 3.33     , 2.71     ,
VASLUI," 9,153     "," 3,700     "," 5,453     "," 1,233     "," 7,920     ", 6.98     , 5.74     , 8.18     ,
VRANCEA," 5,211     "," 2,236     "," 2,975     ", 886     ," 4,325     ", 3.82     , 3.50     , 4.10     ,
Total ," 234,757     "," 108,393     "," 126,364     "," 59,651     "," 175,106     ", 2.69     , 2.73     , 2.65     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
