JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
HARGHITA," 5,653     "," 2,647     "," 3,006     "," 1,239     "," 4,414     ", 4.59     , 5.09     , 4.22     ,
HUNEDOARA," 7,579     "," 4,145     "," 3,434     "," 2,267     "," 5,312     ", 4.86     , 5.69     , 4.14     ,
IALOMITA," 4,197     "," 1,945     "," 2,252     ", 798     ," 3,399     ", 5.28     , 5.48     , 5.12     ,
IASI," 9,400     "," 4,133     "," 5,267     "," 1,062     "," 8,338     ", 3.41     , 3.29     , 3.51     ,
ILFOV," 1,024     ", 618     , 406     , 397     , 627     , 0.48     , 0.71     , 0.32     ,
MARAMURES," 4,445     "," 2,213     "," 2,232     "," 1,362     "," 3,083     ", 2.49     , 2.79     , 2.24     ,
MEHEDINTI," 6,632     "," 2,915     "," 3,717     ", 988     ," 5,644     ", 7.77     , 7.59     , 7.93     ,
MUN. BUC.," 10,611     "," 6,176     "," 4,435     "," 1,750     "," 8,861     ", 0.84     , 0.97     , 0.71     ,
MURES," 7,665     "," 3,465     "," 4,200     "," 1,240     "," 6,425     ", 3.59     , 3.86     , 3.40     ,
NEAMT," 8,126     "," 3,533     "," 4,593     "," 1,618     "," 6,508     ", 5.25     , 5.11     , 5.35     ,
OLT," 7,543     "," 3,413     "," 4,130     "," 1,353     "," 6,190     ", 5.64     , 5.87     , 5.46     ,
PRAHOVA," 6,678     "," 3,333     "," 3,345     "," 2,178     "," 4,500     ", 2.44     , 2.95     , 2.09     ,
SALAJ," 5,181     "," 2,256     "," 2,925     "," 1,023     "," 4,158     ", 5.59     , 5.68     , 5.52     ,
SATU MARE," 5,691     "," 2,621     "," 3,070     ", 728     ," 4,963     ", 4.35     , 4.41     , 4.30     ,
SIBIU," 5,081     "," 2,472     "," 2,609     ", 966     ," 4,115     ", 2.65     , 2.88     , 2.47     ,
SUCEAVA," 12,107     "," 5,130     "," 6,977     "," 3,065     "," 9,042     ", 6.17     , 5.97     , 6.32     ,
TELEORMAN," 9,452     "," 3,904     "," 5,548     "," 1,238     "," 8,214     ", 8.55     , 7.73     , 9.23     ,
TIMIS," 2,904     "," 1,531     "," 1,373     "," 1,492     "," 1,412     ", 0.86     , 1.04     , 0.73     ,
TULCEA," 2,580     "," 1,266     "," 1,314     ", 702     ," 1,878     ", 3.50     , 3.71     , 3.32     ,
VALCEA," 4,287     "," 2,264     "," 2,023     "," 2,110     "," 2,177     ", 2.99     , 3.62     , 2.51     ,
VASLUI," 9,292     "," 3,859     "," 5,433     "," 1,150     "," 8,142     ", 8.56     , 7.58     , 9.43     ,
VRANCEA," 2,809     "," 1,339     "," 1,470     ", 623     ," 2,186     ", 2.42     , 2.53     , 2.33     ,
Total ," 252,588     "," 118,939     "," 133,649     "," 54,864     "," 197,724     ", 3.14     , 3.28     , 3.02     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
