JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 5,703     "," 2,841     "," 2,862     "," 1,646     "," 4,057     ", 3.62     , 4.00     , 3.30     ,
ARAD," 2,212     "," 1,196     "," 1,016     ", 886     ," 1,326     ", 1.14     , 1.44     , 0.91     ,
ARGES," 8,173     "," 3,948     "," 4,225     "," 1,709     "," 6,464     ", 3.50     , 3.65     , 3.37     ,
BACAU," 4,675     "," 2,092     "," 2,583     "," 1,347     "," 3,328     ", 2.46     , 2.59     , 2.37     ,
BIHOR," 3,129     "," 1,731     "," 1,398     "," 1,380     "," 1,749     ", 1.32     , 1.66     , 1.05     ,
BISTRITA NASAUD," 3,669     "," 1,892     "," 1,777     "," 1,446     "," 2,223     ", 3.17     , 3.85     , 2.67     ,
BOTOSANI," 3,290     "," 1,618     "," 1,672     ", 704     ," 2,586     ", 2.95     , 3.17     , 2.76     ,
BRAILA," 3,473     "," 1,511     "," 1,962     ", 527     ," 2,946     ", 3.15     , 2.99     , 3.30     ,
BRASOV," 6,646     "," 3,352     "," 3,294     ", 795     ," 5,851     ", 2.56     , 2.94     , 2.26     ,
BUZAU," 7,733     "," 3,253     "," 4,480     "," 1,116     "," 6,617     ", 5.32     , 5.18     , 5.42     ,
CALARASI," 3,855     "," 1,846     "," 2,009     ", 508     ," 3,347     ", 5.05     , 5.35     , 4.81     ,
CARA?-SEVERIN," 2,362     "," 1,106     "," 1,256     ", 881     ," 1,481     ", 2.53     , 2.79     , 2.35     ,
CLUJ," 4,043     "," 2,098     "," 1,945     "," 1,125     "," 2,918     ", 1.12     , 1.30     , 0.97     ,
CONSTANTA," 6,043     "," 3,936     "," 2,107     "," 2,382     "," 3,661     ", 2.16     , 3.26     , 1.32     ,
COVASNA," 4,180     "," 2,122     "," 2,058     ", 494     ," 3,686     ", 5.21     , 5.91     , 4.64     ,
DAMBOVITA," 4,848     "," 2,552     "," 2,296     "," 1,082     "," 3,766     ", 2.85     , 3.66     , 2.28     ,
DOLJ," 16,884     "," 7,509     "," 9,375     "," 1,531     "," 15,353     ", 7.32     , 7.39     , 7.26     ,
GALATI," 8,967     "," 3,882     "," 5,085     "," 1,083     "," 7,884     ", 5.33     , 5.12     , 5.50     ,
GIURGIU," 2,165     "," 1,138     "," 1,027     ", 297     ," 1,868     ", 3.25     , 3.91     , 2.74     ,
GORJ," 3,675     "," 1,821     "," 1,854     ", 964     ," 2,711     ", 3.00     , 3.29     , 2.77     ,
HARGHITA," 4,905     "," 2,238     "," 2,667     "," 1,022     "," 3,883     ", 3.98     , 4.30     , 3.75     ,
HUNEDOARA," 7,006     "," 3,796     "," 3,210     "," 2,159     "," 4,847     ", 4.50     , 5.21     , 3.87     ,
IALOMITA," 3,718     "," 1,828     "," 1,890     ", 617     ," 3,101     ", 4.68     , 5.15     , 4.30     ,
IASI," 8,192     "," 3,651     "," 4,541     ", 918     ," 7,274     ", 2.97     , 2.90     , 3.03     ,
ILFOV," 1,009     ", 597     , 412     , 359     , 650     , 0.47     , 0.69     , 0.33     ,
MARAMURES," 3,859     "," 2,015     "," 1,844     "," 1,317     "," 2,542     ", 2.16     , 2.54     , 1.85     ,
MEHEDINTI," 5,860     "," 2,617     "," 3,243     ", 880     ," 4,980     ", 6.87     , 6.82     , 6.91     ,
MUNICIPIUL BUCURESTI," 11,087     "," 6,597     "," 4,490     "," 1,388     "," 9,699     ", 0.88     , 1.04     , 0.72     ,
MURES," 6,089     "," 2,858     "," 3,231     "," 1,118     "," 4,971     ", 2.85     , 3.18     , 2.61     ,
NEAMT," 6,964     "," 3,088     "," 3,876     "," 1,429     "," 5,535     ", 4.50     , 4.47     , 4.52     ,
OLT," 6,972     "," 3,187     "," 3,785     "," 1,006     "," 5,966     ", 5.21     , 5.49     , 5.01     ,
PRAHOVA," 6,666     "," 3,444     "," 3,222     "," 1,939     "," 4,727     ", 2.44     , 3.05     , 2.01     ,
SALAJ," 4,742     "," 2,152     "," 2,590     ", 977     ," 3,765     ", 5.12     , 5.42     , 4.89     ,
SATU-MARE," 4,666     "," 2,122     "," 2,544     ", 572     ," 4,094     ", 3.57     , 3.57     , 3.56     ,
SIBIU," 4,890     "," 2,487     "," 2,403     ", 886     ," 4,004     ", 2.55     , 2.90     , 2.27     ,
SUCEAVA," 10,529     "," 4,639     "," 5,890     "," 2,733     "," 7,796     ", 5.36     , 5.40     , 5.34     ,
TELEORMAN," 8,518     "," 3,623     "," 4,895     "," 1,142     "," 7,376     ", 7.70     , 7.17     , 8.14     ,
TIMIS," 2,871     "," 1,531     "," 1,340     "," 1,367     "," 1,504     ", 0.85     , 1.04     , 0.71     ,
TULCEA," 2,567     "," 1,337     "," 1,230     ", 578     ," 1,989     ", 3.48     , 3.92     , 3.11     ,
VALCEA," 4,873     "," 2,431     "," 2,442     "," 1,523     "," 3,350     ", 3.40     , 3.88     , 3.03     ,
VASLUI," 8,304     "," 3,446     "," 4,858     ", 825     ," 7,479     ", 7.65     , 6.77     , 8.43     ,
VRANCEA," 4,469     "," 2,034     "," 2,435     ", 624     ," 3,845     ", 3.86     , 3.84     , 3.87     ,
Total ," 234,481     "," 113,162     "," 121,319     "," 47,282     "," 187,199     ", 2.91     , 3.12     , 2.74     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
