JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 5,315     "," 2,572     "," 2,743     "," 1,871     "," 3,444     ", 3.15     , 3.31     , 3.02     ,
ARAD," 3,956     "," 2,097     "," 1,859     "," 1,804     "," 2,152     ", 1.87     , 2.25     , 1.56     ,
ARGES," 8,706     "," 4,342     "," 4,364     "," 3,323     "," 5,383     ", 3.36     , 3.59     , 3.16     ,
BACAU," 11,960     "," 4,937     "," 7,023     "," 1,810     "," 10,150     ", 5.61     , 5.28     , 5.87     ,
BIHOR," 4,813     "," 2,684     "," 2,129     "," 2,341     "," 2,472     ", 1.82     , 2.20     , 1.50     ,
BISTRITA NASAUD," 4,224     "," 2,120     "," 2,104     "," 1,792     "," 2,432     ", 3.29     , 3.65     , 2.99     ,
BOTOSANI," 3,071     "," 1,409     "," 1,662     ", 794     ," 2,277     ", 2.24     , 2.15     , 2.31     ,
BRAILA," 4,409     "," 1,883     "," 2,526     ", 782     ," 3,627     ", 3.61     , 3.41     , 3.77     ,
BRASOV," 6,511     "," 3,133     "," 3,378     "," 1,548     "," 4,963     ", 2.48     , 2.78     , 2.25     ,
BUZAU," 9,407     "," 3,749     "," 5,658     "," 1,364     "," 8,043     ", 5.48     , 4.69     , 6.17     ,
CALARASI," 2,980     "," 1,569     "," 1,411     ", 745     ," 2,235     ", 3.26     , 3.56     , 2.99     ,
CARA?-SEVERIN," 3,334     "," 1,583     "," 1,751     "," 1,236     "," 2,098     ", 3.13     , 3.36     , 2.95     ,
CLUJ," 5,409     "," 2,890     "," 2,519     "," 2,061     "," 3,348     ", 1.45     , 1.75     , 1.21     ,
CONSTANTA," 6,068     "," 3,261     "," 2,807     "," 1,870     "," 4,198     ", 2.06     , 2.54     , 1.69     ,
COVASNA," 3,980     "," 1,947     "," 2,033     ", 833     ," 3,147     ", 4.64     , 4.76     , 4.53     ,
DAMBOVITA," 6,044     "," 2,792     "," 3,252     "," 1,517     "," 4,527     ", 3.14     , 3.40     , 2.95     ,
DOLJ," 16,171     "," 6,913     "," 9,258     "," 2,543     "," 13,628     ", 6.07     , 5.71     , 6.38     ,
GALATI," 10,977     "," 4,710     "," 6,267     "," 1,682     "," 9,295     ", 5.78     , 5.49     , 6.01     ,
GIURGIU," 2,278     "," 1,169     "," 1,109     ", 536     ," 1,742     ", 2.83     , 3.15     , 2.56     ,
GORJ," 4,139     "," 2,003     "," 2,136     "," 1,482     "," 2,657     ", 3.06     , 3.19     , 2.95     ,
HARGHITA," 5,147     "," 2,594     "," 2,553     "," 1,562     "," 3,585     ", 3.81     , 4.36     , 3.38     ,
HUNEDOARA," 5,289     "," 2,909     "," 2,380     "," 2,502     "," 2,787     ", 3.08     , 3.62     , 2.61     ,
IALOMITA," 4,133     "," 1,835     "," 2,298     ", 997     ," 3,136     ", 4.41     , 4.24     , 4.55     ,
IASI," 8,846     "," 3,942     "," 4,904     "," 1,509     "," 7,337     ", 2.98     , 2.83     , 3.11     ,
ILFOV," 1,362     ", 816     , 546     , 793     , 569     , 0.66     , 0.92     , 0.46     ,
MARAMURES," 4,209     "," 2,065     "," 2,144     "," 1,540     "," 2,669     ", 2.09     , 2.22     , 1.97     ,
MEHEDINTI," 5,845     "," 2,500     "," 3,345     "," 1,191     "," 4,654     ", 5.73     , 5.26     , 6.14     ,
MUN. BUC.," 14,826     "," 7,987     "," 6,839     "," 4,085     "," 10,741     ", 1.20     , 1.30     , 1.10     ,
MURES," 6,111     "," 2,938     "," 3,173     "," 1,765     "," 4,346     ", 2.59     , 2.80     , 2.43     ,
NEAMT," 7,382     "," 3,297     "," 4,085     "," 1,656     "," 5,726     ", 4.06     , 3.96     , 4.13     ,
OLT," 8,202     "," 3,687     "," 4,515     "," 1,609     "," 6,593     ", 5.09     , 4.98     , 5.18     ,
PRAHOVA," 7,421     "," 3,763     "," 3,658     "," 3,113     "," 4,308     ", 2.55     , 3.05     , 2.18     ,
SALAJ," 4,880     "," 2,202     "," 2,678     "," 1,091     "," 3,789     ", 4.72     , 4.86     , 4.61     ,
SATU M.," 4,742     "," 2,223     "," 2,519     ", 802     ," 3,940     ", 3.24     , 3.30     , 3.19     ,
SIBIU," 4,098     "," 1,934     "," 2,164     "," 1,706     "," 2,392     ", 2.09     , 2.26     , 1.95     ,
SUCEAVA," 10,384     "," 4,590     "," 5,794     "," 3,341     "," 7,043     ", 4.48     , 4.33     , 4.62     ,
TELEORMAN," 8,864     "," 3,692     "," 5,172     "," 1,368     "," 7,496     ", 6.31     , 5.39     , 7.19     ,
TIMIS," 3,267     "," 1,899     "," 1,368     "," 1,926     "," 1,341     ", 0.93     , 1.23     , 0.70     ,
TULCEA," 2,730     "," 1,331     "," 1,399     ", 620     ," 2,110     ", 3.30     , 3.44     , 3.17     ,
VALCEA," 5,138     "," 2,534     "," 2,604     "," 1,981     "," 3,157     ", 3.19     , 3.51     , 2.92     ,
VASLUI," 9,686     "," 4,111     "," 5,575     "," 1,514     "," 8,172     ", 7.26     , 6.35     , 8.10     ,
VRANCEA," 5,817     "," 2,521     "," 3,296     ", 906     ," 4,911     ", 4.26     , 3.95     , 4.54     ,
Total ," 262,131     "," 123,133     "," 138,998     "," 69,511     "," 192,620     ", 3.00     , 3.07     , 2.93     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
