JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 4,601     "," 2,269     "," 2,332     "," 1,532     "," 3,069     ", 2.72     , 2.90     , 2.56     ,
ARAD," 3,329     "," 1,747     "," 1,582     "," 1,200     "," 2,129     ", 1.59     , 1.80     , 1.40     ,
ARGES," 8,128     "," 3,963     "," 4,165     "," 2,577     "," 5,551     ", 3.18     , 3.31     , 3.06     ,
BACAU," 11,547     "," 4,746     "," 6,801     "," 1,595     "," 9,952     ", 5.37     , 5.04     , 5.63     ,
BIHOR," 3,773     "," 2,024     "," 1,749     "," 1,613     "," 2,160     ", 1.42     , 1.69     , 1.20     ,
BISTRITA NASAUD," 4,027     "," 2,096     "," 1,931     "," 1,541     "," 2,486     ", 3.11     , 3.71     , 2.65     ,
BOTOSANI," 2,805     "," 1,301     "," 1,504     ", 689     ," 2,116     ", 2.05     , 2.03     , 2.07     ,
BRAILA," 3,773     "," 1,557     "," 2,216     ", 589     ," 3,184     ", 3.10     , 2.86     , 3.28     ,
BRASOV," 5,637     "," 2,605     "," 3,032     "," 1,044     "," 4,593     ", 2.16     , 2.33     , 2.02     ,
BUZAU," 8,823     "," 3,674     "," 5,149     "," 1,445     "," 7,378     ", 5.15     , 4.66     , 5.57     ,
CALARASI," 2,921     "," 1,393     "," 1,528     ", 292     ," 2,629     ", 3.23     , 3.21     , 3.26     ,
CARA?-SEVERIN," 2,865     "," 1,335     "," 1,530     "," 1,094     "," 1,771     ", 2.71     , 2.91     , 2.55     ,
CLUJ," 4,374     "," 2,294     "," 2,080     "," 1,401     "," 2,973     ", 1.17     , 1.40     , 0.99     ,
CONSTANTA," 5,671     "," 3,257     "," 2,414     "," 1,832     "," 3,839     ", 1.92     , 2.54     , 1.44     ,
COVASNA," 3,223     "," 1,509     "," 1,714     ", 584     ," 2,639     ", 3.78     , 3.80     , 3.77     ,
DAMBOVITA," 5,235     "," 2,475     "," 2,760     "," 1,266     "," 3,969     ", 2.71     , 3.11     , 2.43     ,
DOLJ," 15,198     "," 6,454     "," 8,744     "," 2,075     "," 13,123     ", 5.69     , 5.36     , 5.97     ,
GALATI," 10,221     "," 4,408     "," 5,813     "," 1,364     "," 8,857     ", 5.44     , 5.21     , 5.62     ,
GIURGIU," 1,988     "," 1,018     ", 970     , 448     ," 1,540     ", 2.46     , 2.75     , 2.21     ,
GORJ," 4,267     "," 2,024     "," 2,243     "," 1,286     "," 2,981     ", 3.15     , 3.24     , 3.07     ,
HARGHITA," 4,545     "," 2,152     "," 2,393     "," 1,100     "," 3,445     ", 3.34     , 3.65     , 3.11     ,
HUNEDOARA," 6,036     "," 2,933     "," 3,103     "," 2,973     "," 3,063     ", 3.53     , 3.69     , 3.39     ,
IALOMITA," 3,904     "," 1,751     "," 2,153     ", 767     ," 3,137     ", 4.19     , 4.11     , 4.25     ,
IASI," 7,980     "," 3,505     "," 4,475     "," 1,063     "," 6,917     ", 2.68     , 2.58     , 2.76     ,
ILFOV," 1,074     ", 634     , 440     , 487     , 587     , 0.51     , 0.71     , 0.36     ,
MARAMURES," 3,976     "," 2,074     "," 1,902     "," 1,455     "," 2,521     ", 1.99     , 2.28     , 1.75     ,
MEHEDINTI," 5,676     "," 2,396     "," 3,280     ", 960     ," 4,716     ", 5.62     , 5.09     , 6.09     ,
MUN. BUC.," 14,272     "," 7,571     "," 6,701     "," 2,639     "," 11,633     ", 1.16     , 1.24     , 1.09     ,
MURES," 5,751     "," 2,745     "," 3,006     "," 1,361     "," 4,390     ", 2.44     , 2.72     , 2.24     ,
NEAMT," 6,483     "," 2,906     "," 3,577     "," 1,252     "," 5,231     ", 3.58     , 3.61     , 3.55     ,
OLT," 7,859     "," 3,520     "," 4,339     "," 1,317     "," 6,542     ", 4.90     , 4.86     , 4.94     ,
PRAHOVA," 6,033     "," 3,103     "," 2,930     "," 2,343     "," 3,690     ", 2.07     , 2.54     , 1.73     ,
SALAJ," 4,494     "," 1,999     "," 2,495     ", 984     ," 3,510     ", 4.32     , 4.37     , 4.27     ,
SATU M.," 4,458     "," 2,043     "," 2,415     ", 630     ," 3,828     ", 3.05     , 3.02     , 3.08     ,
SIBIU," 3,513     "," 1,642     "," 1,871     "," 1,168     "," 2,345     ", 1.79     , 1.91     , 1.69     ,
SUCEAVA," 10,012     "," 4,420     "," 5,592     "," 2,814     "," 7,198     ", 4.35     , 4.25     , 4.44     ,
TELEORMAN," 8,782     "," 3,694     "," 5,088     "," 1,271     "," 7,511     ", 6.30     , 5.54     , 6.99     ,
TIMIS," 2,883     "," 1,617     "," 1,266     "," 1,542     "," 1,341     ", 0.82     , 1.04     , 0.65     ,
TULCEA," 2,388     "," 1,181     "," 1,207     ", 513     ," 1,875     ", 2.89     , 3.09     , 2.71     ,
VALCEA," 4,775     "," 2,368     "," 2,407     "," 1,724     "," 3,051     ", 2.95     , 3.33     , 2.65     ,
VASLUI," 8,656     "," 3,642     "," 5,014     "," 1,222     "," 7,434     ", 6.60     , 5.65     , 7.52     ,
VRANCEA," 5,584     "," 2,413     "," 3,171     ", 863     ," 4,721     ", 4.09     , 3.78     , 4.37     ,
Total ," 241,540     "," 112,458     "," 129,082     "," 55,915     "," 185,625     ", 2.76     , 2.83     , 2.71     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
