JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 4,877     "," 2,147     "," 2,730     "," 1,470     "," 3,407     ", 2.90     , 2.81     , 2.97     ,
ARAD," 2,563     "," 1,270     "," 1,293     ", 720     ," 1,843     ", 2.90     , 2.81     , 2.97     ,
ARGES," 7,357     "," 3,401     "," 3,956     "," 1,731     "," 5,626     ", 2.90     , 2.81     , 2.97     ,
BACAU," 11,434     "," 4,570     "," 6,864     "," 1,477     "," 9,957     ", 2.90     , 2.81     , 2.97     ,
BIHOR," 3,095     "," 1,589     "," 1,506     "," 1,277     "," 1,818     ", 2.90     , 2.81     , 2.97     ,
BISTRITA NASAUD," 3,450     "," 1,742     "," 1,708     "," 1,521     "," 1,929     ", 2.90     , 2.81     , 2.97     ,
BOTOSANI," 3,813     "," 1,608     "," 2,205     ", 761     ," 3,052     ", 2.90     , 2.81     , 2.97     ,
BRAILA," 4,754     "," 1,881     "," 2,873     ", 581     ," 4,173     ", 2.90     , 2.81     , 2.97     ,
BRASOV," 5,471     "," 2,454     "," 3,017     ", 888     ," 4,583     ", 2.90     , 2.81     , 2.97     ,
BUZAU," 11,615     "," 4,595     "," 7,020     "," 1,211     "," 10,404     ", 2.90     , 2.81     , 2.97     ,
CALARASI," 3,455     "," 1,634     "," 1,821     ", 440     ," 3,015     ", 2.90     , 2.81     , 2.97     ,
CARA?-SEVERIN," 3,200     "," 1,399     "," 1,801     ", 958     ," 2,242     ", 2.90     , 2.81     , 2.97     ,
CLUJ," 4,556     "," 2,286     "," 2,270     "," 1,175     "," 3,381     ", 2.90     , 2.81     , 2.97     ,
CONSTANTA," 6,195     "," 3,491     "," 2,704     "," 2,241     "," 3,954     ", 2.90     , 2.81     , 2.97     ,
COVASNA," 2,678     "," 1,185     "," 1,493     ", 392     ," 2,286     ", 2.90     , 2.81     , 2.97     ,
DAMBOVITA," 6,679     "," 3,170     "," 3,509     ", 826     ," 5,853     ", 2.90     , 2.81     , 2.97     ,
DOLJ," 18,905     "," 7,713     "," 11,192     "," 2,065     "," 16,840     ", 2.90     , 2.81     , 2.97     ,
GALATI," 10,676     "," 4,527     "," 6,149     "," 1,223     "," 9,453     ", 2.90     , 2.81     , 2.97     ,
GIURGIU," 1,794     "," 1,019     ", 775     , 365     ," 1,429     ", 2.90     , 2.81     , 2.97     ,
GORJ," 5,117     "," 2,341     "," 2,776     "," 1,610     "," 3,507     ", 2.90     , 2.81     , 2.97     ,
HARGHITA," 4,997     "," 2,185     "," 2,812     "," 1,117     "," 3,880     ", 2.90     , 2.81     , 2.97     ,
HUNEDOARA," 5,798     "," 2,953     "," 2,845     "," 2,730     "," 3,068     ", 2.90     , 2.81     , 2.97     ,
IALOMITA," 4,736     "," 2,072     "," 2,664     ", 917     ," 3,819     ", 2.90     , 2.81     , 2.97     ,
IASI," 8,657     "," 3,810     "," 4,847     ", 871     ," 7,786     ", 2.90     , 2.81     , 2.97     ,
ILFOV, 897     , 485     , 412     , 299     , 598     , 2.90     , 2.81     , 2.97     ,
MARAMURES," 6,161     "," 2,978     "," 3,183     "," 1,232     "," 4,929     ", 2.90     , 2.81     , 2.97     ,
MEHEDINTI," 7,154     "," 2,920     "," 4,234     "," 1,105     "," 6,049     ", 2.90     , 2.81     , 2.97     ,
MUN. BUC.," 15,575     "," 8,346     "," 7,229     "," 1,991     "," 13,584     ", 2.90     , 2.81     , 2.97     ,
MURES," 6,184     "," 2,676     "," 3,508     ", 963     ," 5,221     ", 2.90     , 2.81     , 2.97     ,
NEAMT," 7,308     "," 3,095     "," 4,213     "," 1,220     "," 6,088     ", 2.90     , 2.81     , 2.97     ,
OLT," 8,802     "," 3,681     "," 5,121     "," 1,164     "," 7,638     ", 2.90     , 2.81     , 2.97     ,
PRAHOVA," 6,605     "," 3,167     "," 3,438     "," 2,205     "," 4,400     ", 2.90     , 2.81     , 2.97     ,
SALAJ," 4,292     "," 1,783     "," 2,509     ", 738     ," 3,554     ", 2.90     , 2.81     , 2.97     ,
SATU M.," 3,597     "," 1,588     "," 2,009     ", 400     ," 3,197     ", 2.90     , 2.81     , 2.97     ,
SIBIU," 3,423     "," 1,578     "," 1,845     ", 919     ," 2,504     ", 2.90     , 2.81     , 2.97     ,
SUCEAVA," 10,635     "," 4,529     "," 6,106     "," 2,813     "," 7,822     ", 2.90     , 2.81     , 2.97     ,
TELEORMAN," 10,145     "," 4,191     "," 5,954     "," 1,351     "," 8,794     ", 2.90     , 2.81     , 2.97     ,
TIMIS," 2,421     "," 1,260     "," 1,161     "," 1,175     "," 1,246     ", 2.90     , 2.81     , 2.97     ,
TULCEA," 2,667     "," 1,264     "," 1,403     ", 674     ," 1,993     ", 2.90     , 2.81     , 2.97     ,
VALCEA," 4,595     "," 2,169     "," 2,426     "," 1,610     "," 2,985     ", 2.90     , 2.81     , 2.97     ,
VASLUI," 10,480     "," 4,090     "," 6,390     ", 819     ," 9,661     ", 2.90     , 2.81     , 2.97     ,
VRANCEA," 5,096     "," 2,160     "," 2,936     ", 684     ," 4,412     ", 2.90     , 2.81     , 2.97     ,
Total ," 261,909     "," 117,002     "," 144,907     "," 49,929     "," 211,980     ", 2.90     , 2.81     , 2.97     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
