JUDET, Numar total someri , Numar total someri femei  , Numar total someri barbati  , Numar  someri indemnizati  , Numar someri neindemnizati ,  Rata somajului (%)  ,  Rata somajului Feminina (%)  ,  Rata somajului Masculina (%)  ,
ALBA ," 5,294     "," 2,288     "," 3,006     "," 1,585     "," 3,709     ", 3.15     , 2.99     , 3.27     ,
ARAD," 2,797     "," 1,367     "," 1,430     ", 721     ," 2,076     ", 3.15     , 2.99     , 3.27     ,
ARGES," 7,992     "," 3,662     "," 4,330     "," 1,876     "," 6,116     ", 3.15     , 2.99     , 3.27     ,
BACAU," 12,133     "," 4,862     "," 7,271     "," 1,687     "," 10,446     ", 3.15     , 2.99     , 3.27     ,
BIHOR," 3,077     "," 1,599     "," 1,478     "," 1,367     "," 1,710     ", 3.15     , 2.99     , 3.27     ,
BISTRITA NASAUD," 3,855     "," 1,923     "," 1,932     "," 1,714     "," 2,141     ", 3.15     , 2.99     , 3.27     ,
BOTOSANI," 4,166     "," 1,684     "," 2,482     ", 960     ," 3,206     ", 3.15     , 2.99     , 3.27     ,
BRAILA," 5,167     "," 2,025     "," 3,142     ", 699     ," 4,468     ", 3.15     , 2.99     , 3.27     ,
BRASOV," 5,764     "," 2,606     "," 3,158     ", 943     ," 4,821     ", 3.15     , 2.99     , 3.27     ,
BUZAU," 11,895     "," 4,696     "," 7,199     "," 1,269     "," 10,626     ", 3.15     , 2.99     , 3.27     ,
CALARASI," 3,707     "," 1,736     "," 1,971     ", 499     ," 3,208     ", 3.15     , 2.99     , 3.27     ,
CARA?-SEVERIN," 3,512     "," 1,526     "," 1,986     "," 1,144     "," 2,368     ", 3.15     , 2.99     , 3.27     ,
CLUJ," 4,715     "," 2,353     "," 2,362     "," 1,246     "," 3,469     ", 3.15     , 2.99     , 3.27     ,
CONSTANTA," 7,759     "," 4,693     "," 3,066     "," 3,486     "," 4,273     ", 3.15     , 2.99     , 3.27     ,
COVASNA," 2,961     "," 1,319     "," 1,642     ", 435     ," 2,526     ", 3.15     , 2.99     , 3.27     ,
DAMBOVITA," 7,046     "," 3,328     "," 3,718     ", 864     ," 6,182     ", 3.15     , 2.99     , 3.27     ,
DOLJ," 19,758     "," 8,071     "," 11,687     "," 2,248     "," 17,510     ", 3.15     , 2.99     , 3.27     ,
GALATI," 11,368     "," 4,830     "," 6,538     "," 1,332     "," 10,036     ", 3.15     , 2.99     , 3.27     ,
GIURGIU," 1,860     "," 1,066     ", 794     , 399     ," 1,461     ", 3.15     , 2.99     , 3.27     ,
GORJ," 5,457     "," 2,484     "," 2,973     "," 1,731     "," 3,726     ", 3.15     , 2.99     , 3.27     ,
HARGHITA," 5,428     "," 2,322     "," 3,106     "," 1,377     "," 4,051     ", 3.15     , 2.99     , 3.27     ,
HUNEDOARA," 6,227     "," 3,163     "," 3,064     "," 2,849     "," 3,378     ", 3.15     , 2.99     , 3.27     ,
IALOMITA," 5,013     "," 2,135     "," 2,878     "," 1,025     "," 3,988     ", 3.15     , 2.99     , 3.27     ,
IASI," 8,690     "," 3,735     "," 4,955     ", 899     ," 7,791     ", 3.15     , 2.99     , 3.27     ,
ILFOV," 1,032     ", 548     , 484     , 306     , 726     , 3.15     , 2.99     , 3.27     ,
MARAMURES," 6,356     "," 3,095     "," 3,261     "," 1,300     "," 5,056     ", 3.15     , 2.99     , 3.27     ,
MEHEDINTI," 7,509     "," 3,039     "," 4,470     "," 1,247     "," 6,262     ", 3.15     , 2.99     , 3.27     ,
MUN. BUC.," 15,650     "," 8,375     "," 7,275     "," 1,934     "," 13,716     ", 3.15     , 2.99     , 3.27     ,
MURES," 6,559     "," 2,755     "," 3,804     ", 992     ," 5,567     ", 3.15     , 2.99     , 3.27     ,
NEAMT," 7,730     "," 3,226     "," 4,504     "," 1,499     "," 6,231     ", 3.15     , 2.99     , 3.27     ,
OLT," 9,349     "," 3,880     "," 5,469     "," 1,277     "," 8,072     ", 3.15     , 2.99     , 3.27     ,
PRAHOVA," 7,176     "," 3,415     "," 3,761     "," 2,342     "," 4,834     ", 3.15     , 2.99     , 3.27     ,
SALAJ," 4,679     "," 1,910     "," 2,769     ", 861     ," 3,818     ", 3.15     , 2.99     , 3.27     ,
SATU M.," 3,811     "," 1,674     "," 2,137     ", 494     ," 3,317     ", 3.15     , 2.99     , 3.27     ,
SIBIU," 3,579     "," 1,630     "," 1,949     ", 982     ," 2,597     ", 3.15     , 2.99     , 3.27     ,
SUCEAVA," 11,325     "," 4,757     "," 6,568     "," 3,111     "," 8,214     ", 3.15     , 2.99     , 3.27     ,
TELEORMAN," 10,965     "," 4,602     "," 6,363     "," 1,462     "," 9,503     ", 3.15     , 2.99     , 3.27     ,
TIMIS," 2,573     "," 1,325     "," 1,248     "," 1,251     "," 1,322     ", 3.15     , 2.99     , 3.27     ,
TULCEA," 2,965     "," 1,313     "," 1,652     ", 810     ," 2,155     ", 3.15     , 2.99     , 3.27     ,
VALCEA," 4,726     "," 2,341     "," 2,385     "," 1,836     "," 2,890     ", 3.15     , 2.99     , 3.27     ,
VASLUI," 11,149     "," 4,285     "," 6,864     ", 982     ," 10,167     ", 3.15     , 2.99     , 3.27     ,
VRANCEA," 5,373     "," 2,250     "," 3,123     ", 727     ," 4,646     ", 3.15     , 2.99     , 3.27     ,
Total ," 278,147     "," 123,893     "," 154,254     "," 55,768     "," 222,379     ", 3.15     , 2.99     , 3.27     ,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
